412002 Lachlan R @ Cowra	go('412002','rs',1)
41200208 Crowther @ Watervale	go('41200208','rs',1)
41200209 Abercrombie @ Aber#2	go('41200209','rs',1)
41200210 Cooksvale @ Montana	go('41200210','rs',1)
412004 Lachlan Forbes Cttns	go('412004','rs',1)
412005 Lachlan @ Booligal	go('412005','rs',1)
412006 Lachlan Condobolin B	go('412006','rs',1)
412008 Lake Creek Lc Outlet	go('412008','rs',1)
412010 Wyangala Storage	go('412010','rs',1)
412011 Lachlan Lake C Weir	go('412011','rs',1)
412012 Willandra @ Road Bdg	go('412012','rs',1)
412014 Goobang Condobolin	go('412014','rs',1)
412016 Wallamundry O-Island	go('412016','rs',1)
412017 Bumbuggan Ck Offtake	go('412017','rs',1)
412023 Island Ck Fairholme	go('412023','rs',1)
412024 Lachlan Mulgutherie	go('412024','rs',1)
412027 Lachlan @ Reids Flat	go('412027','rs',1)
412029 Boorowa Prossers Xng	go('412029','rs',1)
412030 Mandagery Us Eugowra	go('412030','rs',1)
412033 Belubula Helensholme	go('412033','rs',1)
412036 Lachlan Jemalong Wr	go('412036','rs',1)
412038 Lachlan Willandra Wr	go('412038','rs',1)
412039 Lachlan Hillston Wr	go('412039','rs',1)
412042 Willandra Homestead	go('412042','rs',1)
412045 Lachlan @ Corrong	go('412045','rs',1)
412046 Wallaroi Worrongorra	go('412046','rs',1)
412047 Bensons Drop Weir	go('412047','rs',1)
412048 Lachlan Lake B Weir	go('412048','rs',1)
412050 Crookwell Narrawa N.	go('412050','rs',1)
412056 Belubula The Needles	go('412056','rs',1)
412057 Lachlan R @ Nanami	go('412057','rs',1)
412065 Lachlan @ Narrawa	go('412065','rs',1)
412066 Abercrombie Hadley 2	go('412066','rs',1)
412067 Lachlan D/S Wyangala	go('412067','rs',1)
412077 Belubula @ Carcoar	go('412077','rs',1)
412078 Lachlan @ Whealbah	go('412078','rs',1)
412080 Flyers Ck @ Beneree	go('412080','rs',1)
412100 Jemalong M C Offtake	go('412100','rs',1)
412101 Lake Cargelligo Intk	go('412101','rs',1)
41210169 Wilga Lagoon	go('41210169','rs',1)
41210170 Robsar Lagoon	go('41210170','rs',1)
412102 Lake Brewster Intake	go('412102','rs',1)
412106 Carcoar Dam	go('412106','rs',1)
412107 Cargelligo Storage	go('412107','rs',1)
412109 Brewster Conduit	go('412109','rs',1)
412122 Merrimajeel Cobb Hwy	go('412122','rs',1)
412124 Muggabah @ Cobb Hwy	go('412124','rs',1)
412129 Merrimajeel @ B/Banl	go('412129','rs',1)
412134 Wattle Ck @ Dudauman	go('412134','rs',1)
412139 Mandgery Ck Glenayr	go('412139','rs',1)
412141 Lachlan @ Mulyandry	go('412141','rs',1)
412150 The Braids	go('412150','rs',1)
412152 E Of N/S Levee	go('412152','rs',1)
412154 Cumbung Swamp @ Eos	go('412154','rs',1)
412163 Merrowie Ck @ O/Take	go('412163','rs',1)
412172 Jemalong Storage	go('412172','rs',1)
412175 Hovells Ck @ No.2	go('412175','rs',1)
412177 Bunumburt Inflow	go('412177','rs',1)
412179 Marool Outflow	go('412179','rs',1)
412180 Toopuntal Channel	go('412180','rs',1)
412181 Sw Floodplain Wetspo	go('412181','rs',1)
412183 The Woodcutters	go('412183','rs',1)
412187 Willandra @ Yilga	go('412187','rs',1)
412188 Nerathong @ Nerathon	go('412188','rs',1)
412189 Booberoi @ Offtake 2	go('412189','rs',1)
412190 Wallaroi @ Wallam Ot	go('412190','rs',1)
412192 Booberoi Ck @ Return	go('412192','rs',1)
412194 Lachlan @ 4 Mile	go('412194','rs',1)
412195 Belubula Rv @ Lyndon	go('412195','rs',1)
412196 Lachlan Ds Ganowlia	go('412196','rs',1)
412901 Lachlan Forbes(Iron)	go('412901','rs',1)
413001 Murray @ Mcliffs1	go('413001','rs',1)
413002 Murray @ Mcliffs2	go('413002','rs',1)
41310022 Colignan Pontoon	go('41310022','rs',1)
41310023 Mcliffs U/S Pontoon	go('41310023','rs',1)
41310024 Mcliffs D/S Pontoon	go('41310024','rs',1)
41310025 Redcliffs Pontoon	go('41310025','rs',1)
41310026 Chaffeys Pontoon	go('41310026','rs',1)
41310027 Merbein Pontoon	go('41310027','rs',1)
41310028 Curlwaa Pontoon	go('41310028','rs',1)
416001 Barwon R @ Mungindi	go('416001','rs',1)
416002 Macintyre Boggabilla	go('416002','rs',1)
416003 Tenterfield Clifton	go('416003','rs',1)
416006 Severn @ Ashford	go('416006','rs',1)
416007 Dumaresq @ Bonshaw	go('416007','rs',1)
416008 Beardy @ Haystack	go('416008','rs',1)
416010 Macintyre Wallangra	go('416010','rs',1)
416011 Dumaresq @ Roseneath	go('416011','rs',1)
416012 Macintyre @ Holdfast	go('416012','rs',1)
416016 Macintyre Inverell	go('416016','rs',1)
416020 Ottleys @ Coolatai	go('416020','rs',1)
416021 Frazers @ Westholme	go('416021','rs',1)
416022 Severn @ Fladbury	go('416022','rs',1)
416023 Deepwater @ Bolivia	go('416023','rs',1)
416027 Gil Gil @ Weemelah	go('416027','rs',1)
416030 Pindari Dam	go('416030','rs',1)
416031 Macintyre Ridgelands	go('416031','rs',1)
416032 Mole @ Donaldson	go('416032','rs',1)
416037 Boomi @ Offtake	go('416037','rs',1)
416039 Severn @ Strathbogie	go('416039','rs',1)
416040 Dumaresq At Glenarbo	go('416040','rs',1)
416043 Macintyre Boomi Weir	go('416043','rs',1)
416046 Macintyre Boonanga B	go('416046','rs',1)
416047 Macintyre @ Terrewah	go('416047','rs',1)
416048 Macintrye @ Kanowna	go('416048','rs',1)
416050 Barwon U/S Presbury	go('416050','rs',1)
416052 Gil Gil @ Galloway	go('416052','rs',1)
416054 Gil Gil @ Boolataroo	go('416054','rs',1)
416055 Middle Cr @ Ferndale	go('416055','rs',1)
416056 Macintyre@Little Vly	go('416056','rs',1)
416057 Macintyre@Elsmore Br	go('416057','rs',1)
416058 Macintyre @ Yetman B	go('416058','rs',1)
416059 Kings Creek @ Gred	go('416059','rs',1)
416061 Paradise @ Paradise	go('416061','rs',1)
416062 Kings @ Newstead Nth	go('416062','rs',1)
416063 Macintyre @ Wyoming	go('416063','rs',1)
416064 Middle Ck @ Stannife	go('416064','rs',1)
416065 Boggabilla W.Storage	go('416065','rs',1)
416066 Macintyre@Riverstone	go('416066','rs',1)
416067 Severn @ Ducca Marri	go('416067','rs',1)
416068 Macintyre @ Tintot	go('416068','rs',1)
416069 Frazers @ Glenorchy	go('416069','rs',1)
416072 Whalan @ Euraba	go('416072','rs',1)
416080 Gil Gil @ Mville	go('416080','rs',1)
416315A Glenlyon Dam	go('416315A','rs',1)
417001 Moonie @ Gundablouie	go('417001','rs',1)
418001 Gwydir Pallamallawa	go('418001','rs',1)
418002 Mehi River @ Moree	go('418002','rs',1)
418004 Gwydir @ Yarraman Bd	go('418004','rs',1)
418005 Copes Ck @ Kimberley	go('418005','rs',1)
418008 Gwydir @ Bundarra	go('418008','rs',1)
418011 Carole D/S Regulator	go('418011','rs',1)
418012 Gwydir @ Pinegrove	go('418012','rs',1)
418013 Gwydir @ Gravesend	go('418013','rs',1)
418014 Gwydir @ Yarrowyck	go('418014','rs',1)
418015 Horton @ Rider	go('418015','rs',1)
418017 Myall @ Molroy	go('418017','rs',1)
418021 Laura @ Laura	go('418021','rs',1)
418025 Halls @ Bingara	go('418025','rs',1)
418026 Gwydir D/S Copeton	go('418026','rs',1)
418027 Horton @ Horton Dste	go('418027','rs',1)
418032 Tycannah @ Horseshoe	go('418032','rs',1)
418035 Copeton Dam	go('418035','rs',1)
418036 Gwydir D/S Boolooroo	go('418036','rs',1)
418037 Mehi D/S Combadello	go('418037','rs',1)
418042 Gwydir Ds Tareelaroi	go('418042','rs',1)
418043 Tareelaroi Storage	go('418043','rs',1)
418044 Mehi D/S Tareelaroi	go('418044','rs',1)
418047 Combadello Storage	go('418047','rs',1)
418048 Moomin Combadello Cu	go('418048','rs',1)
418049 Mallawa Creek @ Reg	go('418049','rs',1)
418051 Boolooroo W. Storage	go('418051','rs',1)
418052 Carole Ck Near Garah	go('418052','rs',1)
418053 Gwydir @ Brageen Xin	go('418053','rs',1)
418055 Mehi Nr Collarenebri	go('418055','rs',1)
418058 Mehi River @ Bronte	go('418058','rs',1)
418059 Mehi U/S Gundare Reg	go('418059','rs',1)
418060 Moomin @ Glendello	go('418060','rs',1)
418061 Moomin Ck @ Alma Br	go('418061','rs',1)
418063 Gwydir D/S Tyreel	go('418063','rs',1)
418065 Tyreel Storage	go('418065','rs',1)
418066 Gwydir @ Millewa	go('418066','rs',1)
418067 Moomin Clarendon Bdg	go('418067','rs',1)
418068   Mehi Us Ballin Boo	go('418068','rs',1)
418070 Moomin @ Moomin Pla	go('418070','rs',1)
418074 Gingham Ch.@ Teralba	go('418074','rs',1)
418076 Gingham Ch.@Tillaloo	go('418076','rs',1)
418077 Gingham Ch@Waterhole	go('418077','rs',1)
418078 Gwydir @ Allambie Br	go('418078','rs',1)
418079 Gingham @ Gingham Br	go('418079','rs',1)
418083 Gingham @ Rookery	go('418083','rs',1)
418085 Mehi D/S Gundare Reg	go('418085','rs',1)
418086 Carole @ Midkin	go('418086','rs',1)
418087 Mehi At Chinook	go('418087','rs',1)
418089 Marshall @ Newell Hw	go('418089','rs',1)
418091 Thalaba Ck @ Belarre	go('418091','rs',1)
418092 Slaughter @ Biniguy	go('418092','rs',1)
419001 Namoi @ Gunnedah	go('419001','rs',1)
419003 Narrabri Ck@Narrabri	go('419003','rs',1)
419005 Namoi @ Nth Cuerindi	go('419005','rs',1)
419006 Peel @ Carroll Gap	go('419006','rs',1)
419007 Namoi@D/S Keepit Dam	go('419007','rs',1)
419009 Peel @ Tamworth	go('419009','rs',1)
419010 Macdonald @Woolbrook	go('419010','rs',1)
419011 Namoi@U/S Manilla Wr	go('419011','rs',1)
419012 Namoi @ Boggabri	go('419012','rs',1)
419015 Peel @ Piallamore	go('419015','rs',1)
419016 Cockburn @Mulla Xing	go('419016','rs',1)
419020 Manilla @ Brabri	go('419020','rs',1)
419021 Namoi @ Bugilbone	go('419021','rs',1)
419022 Namoi @ Manilla	go('419022','rs',1)
419023 Namoi @ Turrawan	go('419023','rs',1)
419024 Peel@U/S Paradise Wr	go('419024','rs',1)
419026 Namoi @ Goangra	go('419026','rs',1)
419027 Mooki @ Breeza	go('419027','rs',1)
419028 Macdonald @ Retreat	go('419028','rs',1)
419029 Halls Ck @ Ukolan	go('419029','rs',1)
419032 Coxs Ck @ Boggabri	go('419032','rs',1)
419033 Coxs @Tambar Springs	go('419033','rs',1)
419034 Mooki @ Caroona	go('419034','rs',1)
419035 Goonoo @ Timbumburi	go('419035','rs',1)
419039 Namoi @ Mollee	go('419039','rs',1)
419039A Namoi @ D/S Mollee W	go('419039A','rs',1)
419041 Keepit Dam	go('419041','rs',1)
419043 Manilla@D/S Spltrock	go('419043','rs',1)
419045 Peel@D/S Chaffey Dam	go('419045','rs',1)
419049 Pian Ck @ Waminda	go('419049','rs',1)
419051 Maules Ck@Avoca East	go('419051','rs',1)
419053 Manilla@Black Spring	go('419053','rs',1)
419054 Swamp Oak Ck @Limbri	go('419054','rs',1)
419056 Manilla@Upper Manila	go('419056','rs',1)
419059 Namoi @D/S Gunidgera	go('419059','rs',1)
419060 Namoi@Gunidgera Stor	go('419060','rs',1)
419061 Gunidgera Ck@D/S Reg	go('419061','rs',1)
419062 Namoi@Mollee Wr Stor	go('419062','rs',1)
419063 Gunidgera-Pian Cutng	go('419063','rs',1)
419064 Pian Ck @ Rossmore	go('419064','rs',1)
419068 Namoi@D/S Weeta Weir	go('419068','rs',1)
419069 Chaffey Dam	go('419069','rs',1)
419070 Peel @ Tamworth W/S	go('419070','rs',1)
419073 Peel @ Appleby	go('419073','rs',1)
419074 Peel @ Bective	go('419074','rs',1)
419076 Warrah @ Old Warrah	go('419076','rs',1)
419079 Gunidgera@D/S Cuttin	go('419079','rs',1)
419080 Split Rock Dam	go('419080','rs',1)
419081 Peel @ Taroona	go('419081','rs',1)
419083 Brigalow Ck @Tharlne	go('419083','rs',1)
419084 Mooki @ Ruvigne	go('419084','rs',1)
419085 Bomera Ck @Tambar Rd	go('419085','rs',1)
419086 Bundella Ck@Bundella	go('419086','rs',1)
419088 Pian Ck @ Cubbaroo	go('419088','rs',1)
419089 Pian Ck @ Dempseys	go('419089','rs',1)
419090 B+B Ch @ Doreen Lane	go('419090','rs',1)
419091 Namoi @ U/S Walgett	go('419091','rs',1)
419093 Yarraman @ Spring Rg	go('419093','rs',1)
419094 Namoi @D/S Duncans J	go('419094','rs',1)
419095 Namoi @ Bullawa	go('419095','rs',1)
419096 Peel @Chaffey Outlet	go('419096','rs',1)
419097 Goonoo @ Meadows Lan	go('419097','rs',1)
419098 Quirindi @ Greenacre	go('419098','rs',1)
419099 Cockburn @ Kootingal	go('419099','rs',1)
419102 Coxs Ck @ Tourable	go('419102','rs',1)
419103 Dgwan Ck @ U/S Dgwn	go('419103','rs',1)
419104 Moore Ck @ Slp Rock	go('419104','rs',1)
419105 Baradine Ck @ Gwabgr	go('419105','rs',1)
419106 Quirindi@Dury Bridge	go('419106','rs',1)
419107 Manilla Rvr @Barraba	go('419107','rs',1)
419108 Namoi@Yarraldool	go('419108','rs',1)
419109 Cockburn @ Evergreen	go('419109','rs',1)
419110 Namoi @ Yarral East	go('419110','rs',1)
419111 Pian Ck @ Old Burren	go('419111','rs',1)
419112 Ironbark @Woodreef 2	go('419112','rs',1)
419900 Namoi @ Glencoe	go('419900','rs',1)
419905 Bohena Ck @ Newell	go('419905','rs',1)
419906 Peel @ Pearly Gates	go('419906','rs',1)
420003 Belar Ck @ Warkton	go('420003','rs',1)
420004 Cstlereagh@Mendooran	go('420004','rs',1)
420007 Cstlereagh @Binnaway	go('420007','rs',1)
420017 Cstlereagh@Hdden Vly	go('420017','rs',1)
420020 Castlereagh@Gungalmn	go('420020','rs',1)
420022 Castlereagh@Coona#3	go('420022','rs',1)
420023 Cstlereagh@Coonamble	go('420023','rs',1)
420901 Castlereagh@Lucas Br	go('420901','rs',1)
421001 Macquarie @ Dubbo	go('421001','rs',1)
421003 Macquarie@Wellington	go('421003','rs',1)
421004 Macq @ Warren Weir	go('421004','rs',1)
421005 Gunningbar @D/S Reg	go('421005','rs',1)
421008 Bell @ Wellington	go('421008','rs',1)
421011 Marthaguy @ Carinda	go('421011','rs',1)
421012 Macquarie @ Carinda	go('421012','rs',1)
421014 Macquarie@Warren Twn	go('421014','rs',1)
421015 Duck Ck @ Offtake	go('421015','rs',1)
421016 Crooked Ck @ Profile	go('421016','rs',1)
421017 Gunningbar @D/S Weir	go('421017','rs',1)
421018 Bell @ Newrea	go('421018','rs',1)
421019 Cudgegong@Yamble Bdg	go('421019','rs',1)
421022 Macquarie @Oxley Stn	go('421022','rs',1)
421023 Bogan @ Gongolgon	go('421023','rs',1)
421026 Turon @ Sofala	go('421026','rs',1)
421027 Bell @ Gowan Green	go('421027','rs',1)
421031 Macquarie @ Gin Gin	go('421031','rs',1)
421039 Bogan @ Neurie Plain	go('421039','rs',1)
421040 Macq @D/S B/Dong Dam	go('421040','rs',1)
421042 Talbragar @ 2(Elong)	go('421042','rs',1)
421048 Little @ Obley 2	go('421048','rs',1)
421050 Bell @ Molong	go('421050','rs',1)
421051 B/Mans Swmp@Nr Ornge	go('421051','rs',1)
421055 Coolbaggie@Rawsonvil	go('421055','rs',1)
421076 Bogan@Peak Hill No.2	go('421076','rs',1)
421078 Burrendong Dam	go('421078','rs',1)
421079 C-Gong@D/S Windamere	go('421079','rs',1)
421083 Bogan @ Dandaloo	go('421083','rs',1)
421088 Marebone Brk@D/S Reg	go('421088','rs',1)
421089 Macq@Marebone Storag	go('421089','rs',1)
421090 Macq @D/S Marebone W	go('421090','rs',1)
421097 Marra Ck @Carinda Rd	go('421097','rs',1)
421107 Marra @Billybingbone	go('421107','rs',1)
421111 Buckiinguy @ Break	go('421111','rs',1)
421116 Macquarie@Gibson Way	go('421116','rs',1)
421118 Bulgeraga@Gibson Way	go('421118','rs',1)
421127 Macquarie @ Baroona	go('421127','rs',1)
421129 Monkeygar@Us Westarm	go('421129','rs',1)
421132 Monkeygar @Ds Gibson	go('421132','rs',1)
421135 Macquarie @ Miltara	go('421135','rs',1)
421138 Bogan @ Nyngan	go('421138','rs',1)
421144 Oxley#3break@Offtake	go('421144','rs',1)
421145 Bulgeraga @ B/Cation	go('421145','rs',1)
421146 Gum Cowal @ B/Cation	go('421146','rs',1)
421147 Macq@Pillicawarrina	go('421147','rs',1)
421148 Windamere Dam	go('421148','rs',1)
421149 C-Gong@Rocky Water H	go('421149','rs',1)
421150 C-Gong@Wilbertree Rd	go('421150','rs',1)
421151 Bora Channel@Offtake	go('421151','rs',1)
421152 Gum Cowal @ Oxley	go('421152','rs',1)
421153 Terrigal@U/S Marthag	go('421153','rs',1)
421158 Bogan @ Monkey Brid	go('421158','rs',1)
421164 Duck Ck @ Napali	go('421164','rs',1)
421165 Benibilla@Ds Canonba	go('421165','rs',1)
421166 Gunningbar @ Fview	go('421166','rs',1)
421175 Gunningbar@Weir Stor	go('421175','rs',1)
421176 Litte@Arthurville #2	go('421176','rs',1)
421178 Molong @D/S Borenore	go('421178','rs',1)
421184 Cudgegong@Us R-Stone	go('421184','rs',1)
421185 Summer Hill @ Icely	go('421185','rs',1)
421186 D/S Molong Rd	go('421186','rs',1)
421188 Duckmaloi @ Spillway	go('421188','rs',1)
421189 Oberon Dam	go('421189','rs',1)
421191 Macquarie@Yarracoona	go('421191','rs',1)
421192 Macq R Ds Longpoint	go('421192','rs',1)
421194 Talbragar @ Gulambul	go('421194','rs',1)
421195 Monkey Creek Ds Oxly	go('421195','rs',1)
421196 Outflow Ds Suma	go('421196','rs',1)
421197 Shc @ 3rd Xing Brdg	go('421197','rs',1)
421198 Dpi-Orange Aws	go('421198','rs',1)
421900 Macquarie @ Wollombi	go('421900','rs',1)
422001 Barwon @ Dangar Bdge	go('422001','rs',1)
422002 Barwon @ Brewarrina	go('422002','rs',1)
422003 Barwon @Collarenebri	go('422003','rs',1)
422004 Barwon @ Mogil Mogil	go('422004','rs',1)
422005 Bokhara @ Bokhara	go('422005','rs',1)
422006 Culgoa@D/S Collerina	go('422006','rs',1)
422007 Cato Ck @ Brewarrina	go('422007','rs',1)
422010 Birrie @ Talawanta	go('422010','rs',1)
422011 Culgoa@U/S Collerina	go('422011','rs',1)
422013 Birrie@Near Goodooga	go('422013','rs',1)
422015 Culgoa @ Brenda	go('422015','rs',1)
422016 Narran @ Wilby Wilby	go('422016','rs',1)
422017 Culgoa @Weilmoringle	go('422017','rs',1)
422018 Grawan@Oldpockataroo	go('422018','rs',1)
422022 Tarrion Ck @ Brewrna	go('422022','rs',1)
422023 Brewarrina Total Fl	go('422023','rs',1)
422025 Barwon @ Tara	go('422025','rs',1)
422026 Barwon @ Boorooma	go('422026','rs',1)
422027 Barwon @ Geera	go('422027','rs',1)
422028 Barwon @ Beemery	go('422028','rs',1)
422029 Narran @ Narran Park	go('422029','rs',1)
422030 Narran @ Angledool 2	go('422030','rs',1)
422031 Narran @ Bundah	go('422031','rs',1)
422032 Bokhara @ U/S Weir	go('422032','rs',1)
422034 Narran R @ Back Lake	go('422034','rs',1)
423001 Warrego@Fords Bridge	go('423001','rs',1)
423002 Warrego@Fords Bywash	go('423002','rs',1)
423004 Warrego@Barringun #2	go('423004','rs',1)
423005 Cuttaburra @ Turra	go('423005','rs',1)
423008 Warrego @ Boera Dam	go('423008','rs',1)
424002 Paroo @ Willara Xing	go('424002','rs',1)
425001 Darling@Menindee Twn	go('425001','rs',1)
425003 Darling@Bourke Town	go('425003','rs',1)
425004 Darling@Louth	go('425004','rs',1)
425005 Darling@Pooncarie	go('425005','rs',1)
425007 Darling@Burtundy	go('425007','rs',1)
425008 Darling@Wilc. Main C	go('425008','rs',1)
425010 Murray@L10 Wentworth	go('425010','rs',1)
425011 Darl Anabr@Bulpunga	go('425011','rs',1)
425012 Darling@U/S Weir 32	go('425012','rs',1)
425013 Darling Anabr@Wycot	go('425013','rs',1)
425014 L Cawndilla@Outlet	go('425014','rs',1)
425016 Box Creek @ Cobar	go('425016','rs',1)
425018 Talyawalka@Barr Hw	go('425018','rs',1)
425019 Redbank@D/S Packers	go('425019','rs',1)
425020 L Wetherell+Tandure	go('425020','rs',1)
425021 Lake Pamamaroo	go('425021','rs',1)
425022 Lake Menindee	go('425022','rs',1)
425023 Lake Cawndilla	go('425023','rs',1)
425034 Darling@Ds Mend Weir	go('425034','rs',1)
425035 Darling@Ds Deadhorse	go('425035','rs',1)
425036 Darling@Glen Villa	go('425036','rs',1)
425037 Darling@D/S Weir 19a	go('425037','rs',1)
425038 Darling@Myandetta	go('425038','rs',1)
425039 Darling@Warraweena	go('425039','rs',1)
425044 Menindee@Outlet Ch	go('425044','rs',1)
425048 Darling@Anabranch	go('425048','rs',1)
425049 Menindee Total	go('425049','rs',1)
425050 Anabranch@Offtake	go('425050','rs',1)
425052 Anabranch U/S 183	go('425052','rs',1)
425053 Anabranch D/S 183	go('425053','rs',1)
425054 Anabranch At Tara Do	go('425054','rs',1)
425900 Darling@Tilpa	go('425900','rs',1)
